aX,aY,aZ,gX,gY,gZ
-0.237549,-0.245239,-1.085815,13.122558,-15.808105,39.916992
-0.231689,-0.174683,-0.942139,18.737793,-26.428221,52.368160
-0.220093,-0.133057,-0.844360,18.859863,-18.981934,59.448238
-0.203247,-0.104370,-0.841553,12.817382,-3.295898,56.945797
-0.209351,-0.173340,-0.969360,10.253905,-0.610352,56.457516
-0.199951,-0.124878,-1.113892,15.930175,-4.943848,62.561031
-0.199829,-0.078979,-1.078003,28.442381,-21.362303,65.002441
-0.193237,0.006836,-0.868164,33.386230,-23.986814,64.453125
-0.167847,0.111694,-0.921631,35.034180,-11.718749,60.119625
-0.161499,0.118408,-0.996582,28.869627,-9.338379,46.508785
-0.154907,0.049927,-1.045166,27.221678,-14.221190,38.269043
-0.139893,-0.016357,-1.015625,28.076170,-15.136718,39.123535
-0.129150,0.029663,-0.917847,26.489256,-13.977050,45.654293
-0.129517,0.095215,-0.861938,15.502929,-7.080078,45.898434
-0.129272,0.199219,-0.894165,10.375976,-0.671387,40.710445
-0.127075,0.159546,-1.013672,6.469726,7.019042,24.353025
-0.123413,0.107666,-1.061279,12.268065,3.845215,13.610839
-0.113403,0.014771,-1.041382,18.249512,-2.807617,14.343261
-0.109619,0.001587,-0.971069,18.432617,-4.089355,17.639160
