"aX,aY,aZ,gX,gY,gZ"
"0.010620,-1.321167,0.132202,-12.573241,-7.812500,-135.375977"
"-0.028809,-1.146729,0.164551,12.268065,3.784179,-104.431145"
"-0.062622,-1.033203,0.125977,14.221190,16.113281,-95.642082"
"-0.112549,-0.842651,-0.000732,-5.737304,14.892577,-111.450188"
"-0.128662,-1.085571,-0.058838,-16.967773,7.507324,-123.046867"
"-0.157471,-1.219238,0.090332,-16.845703,-6.225585,-118.164055"
"-0.164307,-1.125366,0.098999,2.075195,1.464844,-94.238274"
"-0.195435,-0.914429,-0.001831,12.084960,4.028320,-92.468254"
"-0.200562,-0.986206,-0.040649,12.268065,1.159668,-98.632805"
"-0.209717,-1.277710,0.032959,-0.183105,-7.202148,-100.952141"
"-0.231445,-1.305054,0.125610,-3.417969,-8.361816,-71.533203"
"-0.271118,-1.065063,0.119385,-2.380371,4.577637,-47.790524"
"-0.314453,-0.813843,0.033447,-2.197266,6.164550,-48.767086"
"-0.331177,-0.797729,-0.037720,-4.760742,3.234863,-66.162109"
"-0.322876,-0.941406,-0.065674,-8.300781,-6.286621,-81.970207"
"-0.326538,-1.176758,0.028809,-1.098633,-15.502929,-63.720699"
"-0.360352,-1.046875,0.120728,4.516602,-13.916015,-51.391598"
"-0.392334,-0.878174,0.097290,4.699707,-6.713867,-42.358395"
"-0.402710,-0.857544,0.062134,-5.798339,-4.272461,-47.912594"
"-0.394531,-0.934692,0.056885,-13.000487,-3.479004,-57.067867"
"-0.371094,-1.169922,0.028076,-16.662598,-2.685547,-55.603024"
"-0.384521,-1.151733,0.005005,-10.192870,-2.990722,-32.226562"
"-0.422119,-0.993896,0.058105,9.155273,-5.554199,-9.399414"
"-0.432861,-0.927490,0.075684,11.169433,-3.784179,-4.699707"
"-0.427856,-0.959351,0.054932,5.920410,-2.685547,-6.408691"
"-0.411987,-1.078369,0.036011,-2.502441,-1.831055,-4.211426"
"-0.410156,-1.108154,0.027710,-3.234863,-1.586914,9.887695"
"-0.406494,-1.120239,0.025024,-0.610352,-3.540039,25.634764"
"-0.403564,-1.152832,0.049438,2.624511,-5.249023,33.752441"
"-0.408447,-1.111206,0.069336,7.385253,-5.371093,50.964352"
"-0.406128,-1.088867,0.066040,-0.793457,-2.929687,63.049313"
"-0.392456,-1.105957,0.059937,-7.141113,-2.563476,67.687988"
"-0.379395,-1.126709,0.111328,-10.620116,-1.586914,79.467773"
"-0.378174,-1.106812,0.118286,1.586914,6.286621,93.933098"
"-0.355225,-0.984741,0.088379,11.535644,15.502929,99.731438"
"-0.291260,-1.021606,-0.054565,11.840819,15.747069,99.182121"
"-0.240723,-1.212402,-0.033081,6.896972,2.929687,103.393547"
"-0.230957,-1.279053,0.042847,5.371093,-6.469726,123.657219"
"-0.220215,-1.237305,0.140625,5.615234,-3.417969,137.207031"
"-0.206787,-1.125366,0.097168,8.178711,9.155273,156.555176"
"-0.176758,-0.971313,0.075439,10.986327,15.747069,164.855942"
"-0.135376,-0.941406,0.007813,3.173828,20.263670,160.339355"
"-0.052368,-1.088745,-0.046143,-0.549316,16.601562,156.982422"
"-0.023682,-1.202148,0.023926,0.671387,8.239746,168.701157"
"-0.022949,-1.141113,0.071777,10.925292,9.521484,192.199692"
"0.024414,-0.993408,0.067627,12.634276,22.766111,197.326645"
"0.094849,-0.950073,-0.085327,10.620116,24.597166,195.983871"
"0.162964,-0.946045,-0.095337,9.033203,13.122558,195.007309"
"0.197754,-0.971924,-0.093506,17.822266,2.380371,198.181137"
"0.231812,-0.966675,-0.021973,35.095215,-7.019042,208.068832"
"0.263794,-0.832031,0.122559,36.987305,-6.835937,210.998520"
"0.328735,-0.672119,0.090454,23.620604,7.995605,205.749496"
"0.390625,-0.619629,-0.018311,0.976562,19.775391,186.462387"
